id,fighter_name,weight_pounds,date_of_birth,height_feet,height_inches
1833,Matt Lindland,185,1970-05-17,6,0
1834,John Lineker,135,1990-06-12,5,3
1835,Philipe Lins,240,1985-08-17,6,2
1836,Lucio Linhares,185,1973-12-08,6,2
1837,Donnie Liles,170,,5,9
1838,Ariane Lipski,125,1994-01-26,5,6
1839,Wesley Little,205,,6,4
1840,Abner Lloveras,155,1982-09-04,5,11
1841,Brian Lo-A-Njoe,155,,5,7
1842,Dean Lister,185,1976-02-13,6,1
1843,John Lober,199,1968-02-26,5,11
1844,Artem Lobov,145,1986-08-11,5,9
1845,Dylan Lockard,145,1992-05-19,5,9
1846,Sean Loeffler,185,1982-05-23,6,3
1847,Michael Lombardo,170,1990-04-03,6,0
1848,David Loiseau,185,1979-12-17,6,0
1849,Christian Lohsen,155,1995-01-24,6,2
1850,Hector Lombard,185,1978-02-02,5,9
1851,Austin Lingo,145,1994-07-10,5,10
1852,Rocky Long,145,1978-02-18,,
1853,Thomas Longacre,145,,5,9
1854,Loma Lookboonmee,115,1996-01-18,5,1
1855,Lucas Lopes,185,1979-10-05,6,2
1856,Ivan Lopez,135,,5,6
1857,Dileno Lopes,135,1984-09-26,5,5
1858,Federico Lopez,139,,5,4
1859,Steve Lopez,155,1984-07-30,5,11
1860,Jorge Lopez,170,1988-11-21,5,10
1861,Christopher Lopez,170,1986-01-30,5,10
1862,Gustavo Lopez,135,1989-06-27,5,5
1863,Matthew Lopez,135,1987-01-21,5,7
1864,Nate Loughran,185,1980-07-28,6,2
1865,Brendan Loughnane,145,1989-12-05,5,10
1866,Benito Lopez,135,1994-04-06,5,10
1867,Rashard Lovelace,155,,,
1868,Ian Loveland,145,1983-09-07,5,8
1869,Waylon Lowe,145,1980-10-31,5,7
1870,Jakob Lovstad,205,,6,3
1871,Brandon Lowe,155,,,
1872,Matt Lucas,205,,6,1
1873,Robert Lucarelli,245,,6,2
1874,Cleber Luciano,155,,5,6
1875,Joe Lowry,155,1989-12-12,5,11
1876,Duane Ludwig,170,1978-08-04,5,10
1877,Alexandru Lungu,385,1974-09-03,6,0
1878,Thaddeus Luster,210,,6,3
1879,Dalcha Lungiambula,185,1987-07-31,5,8
1880,Mike Lullo,145,1979-07-24,5,8
1881,Travis Lutter,185,1973-05-12,5,11
1882,Tucker Lutz,155,1994-07-12,5,8
1883,Vicente Luque,170,1991-11-27,5,11
1884,Lv Zhenhong,145,1993-06-25,5,8
1885,Stevie Lynch,170,,5,10
1886,Adam Lynn,155,,5,10
1887,Chris Lytle,170,1974-08-18,5,11
1888,Dong Hyun Ma,155,1988-09-09,5,11
1889,William Macario,170,1991-07-01,5,11
1890,Jason MacDonald,185,1975-06-03,6,3
1891,Rob MacDonald,205,1978-09-05,6,3
1892,Rory MacDonald,170,1989-07-22,6,0
1893,Ryan MacDonald,135,1993-03-18,5,11
1894,Veronica Macedo,125,1995-10-30,5,4
1895,Clayton MacFarlane,170,,,
1896,War Machine,170,1981-11-30,5,11
1897,Anthony Macias,185,,5,9
1898,Lyoto Machida,185,1978-05-30,6,1
1899,Ryan Madigan,170,,6,0
1900,Pauline Macias,115,1988-06-27,5,4
1901,Don Madge,155,1990-11-12,6,0
1902,Ilima Macfarlane,125,,5,4
1903,Mark Madsen,155,1984-09-23,5,8
1904,Jon Madsen,240,1980-02-12,6,0
1905,Yoshiro Maeda,139,1981-10-31,5,7
1906,Vinicius Magalhaes,145,1971-07-30,,
1907,Vinny Magalhaes,205,1984-07-02,6,3
1908,Bernardo Magalhaes,155,1981-04-08,5,9
1909,Eric Magana,,,,
1910,Caio Magalhaes,185,1987-12-14,6,1
1911,Brandon Magana,170,,,
1912,Reza Madadi,155,1978-06-20,5,11
1913,Angela Magana,115,1983-08-02,5,1
1914,Neil Magny,170,1987-08-03,6,3
1915,Rashid Magomedov,155,1984-11-29,5,9
1916,Ruslan Magomedov,242,1986-11-26,6,3
1917,Ibragim Magomedov,250,,6,0
1918,John Maguire,155,1983-05-19,5,9
1919,Zabit Magomedsharipov,145,1991-03-01,6,1
1920,Lolohea Mahe,,,,
1921,Leonardo Mafra,155,1989-04-25,5,10
1922,Michelle Maher,145,,,
1923,Bill Mahood,200,1967-02-01,6,3
1924,Levan Makashvili,145,1989-01-07,5,8
1925,Jennifer Maia,125,1988-10-06,5,4
1926,Klayton Mai,125,1986-11-30,5,9
1927,John Makdessi,155,1985-05-03,5,8
1928,Demian Maia,170,1977-11-06,6,1
1929,Aliev Makhmud,195,1970-02-13,5,6
1930,Islam Makhachev,155,1991-10-27,5,10
1931,Marvin Maldonado,135,,5,6
1932,Zach Makovsky,125,1983-04-19,5,4
1933,Jeremy Malaterre,155,,5,11
1934,Fabio Maldonado,205,1980-03-17,6,1
1935,Nazareno Malegarie,155,1986-05-16,5,8
1936,Carl Malenko,200,,5,11
1937,Bea Malecki,135,1991-08-23,5,9
1938,Jacob Malkoun,185,1995-08-26,5,9
1939,Nate Maness,135,1991-06-27,5,10
1940,Michael Mangan,155,,,
1941,Mike Malott,145,,6,0
1942,Troy Mandaloniz,170,1980-02-01,5,9
1943,Jon Manley,170,1986-07-07,6,1
1944,Melchor Manibusan,154,1976-12-27,5,5
1945,Gary Mangat,135,,5,7
1946,Melvin Manhoef,185,1976-05-11,5,9
1947,Chris Manuel,135,1987-07-21,5,9
1948,Steve Mann,170,,6,1
1949,Cristiano Marcello,155,1977-12-03,5,9
1950,Jimi Manuwa,205,1980-02-18,6,1
1951,Jose Maria,125,1982-01-04,5,5
1952,Enrique Marin,170,1986-09-02,5,10
1953,Marcos Mariano,155,1986-10-12,6,1
1954,Ronny Markes,185,1988-04-21,6,1
1955,Rory Markham,170,1982-03-25,6,0
1956,Christina Marks,125,1985-11-08,5,7
1957,Randa Markos,115,1985-08-10,5,4
1958,Nate Marquardt,185,1979-04-20,6,0
1959,Danilo Marques,205,1985-12-26,6,6
1960,Carmelo Marrero,205,1981-01-26,6,0
1961,Julian Marquez,185,1990-05-08,6,2
1962,Cesar Marscucci,,,,
1963,CJ Marsh,,,,
1964,John Marsh,265,1970-09-15,6,0
1965,Eliot Marshall,205,1980-07-07,6,2
1966,David Marshall,170,1984-08-24,6,2
1967,Jack Marshman,185,1989-12-19,6,0
1968,Doug Marshall,205,1975-09-09,5,10
1969,Terry Martin,185,1980-10-10,5,8
1970,Eric Martin,,,,
1971,Dave Martin,205,,6,0
1972,Justin Martin,185,,6,0
1973,Joe Martin,170,,5,9
1974,Michal Martinek,230,1990-04-19,6,2
1975,Mallory Martin,115,1994-01-29,5,4
1976,Rainy Martinez,199,,6,0
1977,Anthony Rocco Martin,170,1989-12-11,6,0
1978,Danny Martinez,125,1985-06-14,5,6
1979,Henry Martinez,155,1983-08-07,5,7
1980,Alonzo Martinez,155,1984-04-22,5,10
1981,Jonathan Martinez,135,1994-04-20,5,8
1982,Andrew Martinez,215,,5,9
1983,Victor Martinez,155,1991-07-17,5,10
1984,Roque Martinez,250,1986-03-04,5,10
1985,Mana Martinez,135,1996-03-25,5,10
1986,Poppies Martinez,145,1983-08-19,5,9
1987,Wagner da Conceicao Martins,390,1978-05-19,6,7
1988,Adriano Martins,155,1982-12-16,5,10
1989,Lucas Martins,145,1988-11-11,6,0
1990,Jameel Massouh,145,1984-09-12,5,10
1991,Mike Massenzio,185,1982-11-01,6,2
1992,Shoji Maruyama,139,1983-04-24,5,7
1993,Max Martyniouk,155,,,
1994,Bristol Marunde,170,1982-04-20,6,1
1995,Jorge Masvidal,170,1984-11-12,5,11
1996,Tiffany Masters,115,1994-07-31,5,3
1997,Tateki Matsuda,125,1986-02-27,5,7
1998,Naoki Matsushita,155,,5,6
1999,AJ Matthews,185,,5,11
2000,Koichiro Matsumoto,145,1986-03-07,5,7
2001,Daijiro Matsui,200,1972-12-05,5,9
2002,Jake Matthews,170,1994-08-19,5,11
2003,Claudio Mattos,185,,,
2004,Francesco Maturi,,,,
2005,John Matua,400,,6,2
2006,Miranda Maverick,125,1997-07-01,5,3
2007,Nick Maximov,220,1997-12-23,6,0
2008,Vladimir Matyushenko,205,1971-01-04,6,0
2009,Elaina Maxwell,145,1978-12-16,5,8
2010,Jeremy May,185,1986-10-23,6,1
2011,Al Matavao,205,1994-02-23,5,8
2012,Jack May,255,1981-04-14,6,8
2013,Don'Tale Mayes,260,1992-01-16,6,6
2014,Brooke Mayo,125,,5,7
2015,Gina Mazany,125,1988-08-19,5,6
2016,Gray Maynard,155,1979-05-09,5,9
2017,Scott McAfee,155,1983-08-23,5,8
2018,Sabina Mazo,135,1997-03-25,5,7
2019,Michael McBride,155,1986-03-09,6,1
2020,Bobby McAndrews,,,,
2021,Ian McCall,125,1984-05-07,5,5
2022,Molly McCann,125,1990-05-04,5,4
2023,Charles McCarthy,185,1980-08-06,5,10
2024,Sean McCorkle,265,1976-07-17,6,7
2025,Kris McCray,170,1981-09-24,6,0
2026,Tamdan McCrory,185,1986-11-05,6,4
2027,Justin McCully,225,1976-02-18,6,1
2028,Michael McDonald,135,1991-01-15,5,9
2029,Rob McCullough,155,1977-05-26,5,9
2030,Robert McDaniel,185,1983-05-03,6,3
2031,Scott McDonald,,,,
2032,Josh McDonald,185,,,
2033,Miles McDonald,115,1991-08-13,5,7
2034,Justin McElfresh,205,1980-01-04,6,6
2035,Drew McFedries,185,1978-07-27,6,0
2036,Liam McGeary,205,1982-10-04,6,6
2037,Gan McGee,265,1976-11-20,6,10
2038,Court McGee,170,1984-12-12,5,11
2039,Ryan McGillivray,170,1986-09-27,5,11
2040,Ryan McGivern,185,1980-01-17,6,0
2041,Conor McGregor,155,1988-07-14,5,9
2042,Jack McGlaughlin,,,,
2043,Greg McIntyre,155,1980-04-21,5,10
2044,AJ McKee,145,,5,10
2045,Antonio McKee,155,1970-03-12,5,8
2046,Rhys McKee,170,1995-09-10,6,2
2047,Tim McKenzie,185,1982-07-21,6,0
2048,Terrance McKinney,145,1994-09-15,5,11
2049,Cory McKenna,115,1999-11-07,5,3
2050,Cody McKenzie,155,1987-12-16,6,0
2051,Jason McLean,145,,5,5
2052,Brian McLaughlin,155,1984-05-12,5,9
2053,Garreth McLellan,185,1982-09-01,6,1
2054,Sara McMann,135,1980-09-24,5,6
2055,Charles McTorry,,,,
2056,Daniel McWilliams,185,,6,1
2057,James McSweeney,230,1980-10-24,6,4
2058,Tim Means,170,1984-02-20,6,2
2059,Kaline Medeiros,115,,5,3
2060,Anistavio Medeiros,145,1988-05-01,5,6
2061,Yancy Medeiros,155,1987-09-07,5,10
2062,Uros Medic,155,1993-04-25,6,1
2063,Jason Medina,180,,5,9
2064,Todd Medina,193,,5,10
2065,Emil Meek,170,1988-08-20,5,11
2066,Sanford Alton Meeks,265,1994-04-05,6,5
2067,Frank Megallon,185,,5,10
2068,Bryce Mejia,170,,6,1
2069,Gerald Meerschaert,185,1987-12-18,6,1
2070,Derrick Mehmen,205,1985-05-30,6,4
2071,Jordan Mein,170,1989-10-10,6,0
2072,Miika Mehmet,205,,,
2073,Brian Melancon,170,1982-05-28,5,8
2074,Brandon Melendez,155,1983-03-24,5,11
2075,Fabio Mello,155,,5,5
2076,Gilbert Melendez,145,1982-04-12,5,9
2077,Vanessa Melo,135,1988-03-27,5,5
2078,Marcelo Mello,170,,5,7
2079,Antonio Mendes,205,1981-04-19,6,3
2080,Augusto Mendes,135,1983-03-03,5,6
2081,Chad Mendes,145,1985-05-01,5,6
2082,Eddie Mendez,185,1984-01-16,5,10
2083,Luis Mendoza,155,,,
2084,Pietro Menga,125,1988-02-15,5,7
2085,Alonzo Menifield,205,1987-10-18,6,0
2086,Ivan Menjivar,145,1982-05-30,5,6
2087,Steve Mensing,185,1977-12-06,5,11
2088,Dave Menne,170,1974-07-29,5,10
2089,Adam Meredith,170,,6,2
2090,Buck Meredith,185,1982-05-17,6,2
2091,Joe Merritt,170,1984-03-07,6,0
2092,Jonathan Meunier,170,1987-08-04,6,3
2093,Jeremiah Metcalf,185,,6,1
2094,Brandon Michaels,185,,5,9
2095,Yaotzin Meza,145,1981-02-04,5,9
2096,Guy Mezger,200,1968-01-01,6,1
2097,David Michaud,155,1988-11-10,5,9
2098,Andreas Michailidis,185,1988-07-18,6,0
2099,Kristof Midoux,220,1974-07-30,6,1
2100,Keith Mielke,185,,5,8
2101,Zachary Micklewright,155,1976-08-21,6,0
2102,Chris Mierzwiak,185,1988-02-14,6,1
2103,Bojan Mihajlovic,205,1980-03-30,5,11
2104,Gabriel Miglioli,170,,5,8
2105,Billy Miles,170,1978-04-28,5,10
2106,Phillip Miller,185,1979-02-20,5,11
2107,Jason Miller,185,1980-12-24,6,1
2108,Dan Miller,185,1981-06-30,6,1
2109,Curtis Millender,170,1987-12-01,6,2
2110,Pat Miletich,170,1968-03-09,5,10
2111,Cole Miller,145,1984-04-26,6,1
2112,Chris Mickle,145,1983-07-10,5,9
2113,Jim Miller,155,1983-08-30,5,8
2114,Micah Miller,145,1987-02-14,6,0
2115,Aaron Miller,145,,5,9
2116,Henry Miller,270,1969-07-16,5,7
2117,Che Mills,170,1982-09-29,6,1
2118,Eddy Millis,185,,6,1
2119,Adam Milstead,205,1987-07-03,6,3
2120,Alberto Mina,170,1982-05-02,6,0
2121,Stipe Miocic,240,1982-08-19,6,4
2122,Vitaly Minakov,249,1985-02-06,6,2
2123,Darrick Minner,145,1990-04-28,5,7
2124,Mike Minniger,,,,
2125,Carlton Minus,170,1993-04-26,5,10
2126,Ikuhisa Minowa,181,1976-01-12,5,9
2127,Juan Miranda,155,,,
2128,Mario Miranda,185,1979-07-12,6,3
2129,Frank Mir,264,1979-05-24,6,3
2130,Damir Mirenic,185,1974-08-02,6,0
2131,Vitor Miranda,185,1979-03-10,6,1
2132,Toby Misech,145,1988-03-07,5,8
2133,Kazuo Misaki,183,1976-04-25,5,8
2134,Dokonjonosuke Mishima,155,1972-04-19,5,7
2135,Felix Lee Mitchell,,,,
2136,Danny Mitchell,170,1986-08-08,6,2
2137,Brad Mitchell,145,1974-10-10,5,11
2138,David Mitchell,170,1979-10-24,6,0
2139,Maurice Mitchell,145,1987-06-29,5,9
2140,Clay Mitchell,185,,6,2
2141,Bryce Mitchell,145,1994-10-04,5,10
2142,Roman Mitichyan,170,1978-09-04,5,10
2143,Eiji Mitsuoka,145,1976-01-01,5,7
2144,Jonathan  Mix,168,1980-11-09,6,0
2145,Matt Mitrione,265,1978-07-15,6,3
2146,Motoki Miyazawa,168,,5,11
2147,Hiromitsu Miura,170,1981-09-22,5,9
2148,Tomoya Miyashita,139,,5,7
2149,Kazuyuki Miyata,139,,5,8
2150,Takeya Mizugaki,135,1983-12-16,5,7
2151,Tatsuya Mizuno,205,1981-06-02,6,1
2152,Bobby Moffett,145,1990-06-01,5,10
2153,Roxanne Modafferi,125,1982-09-24,5,7
2154,Bronson Mohika,135,,,
2155,Thiago Moises,155,1995-03-23,5,9
2156,Nate Mohr,155,1983-03-03,5,9
2157,Renato Moicano,155,1989-05-21,5,11
2158,Ashkan Mokhtarian,125,1985-09-15,5,6
2159,Suman Mokhtarian,145,1992-06-13,5,8
2160,Rudyard Moncayo,195,,5,10
2161,Dan Molina,216,1984-06-14,5,10
2162,Jeff Molina,125,1997-07-17,5,6
2163,Jeff Monson,247,1971-01-18,5,9
2164,Hidetaka Monma,168,1973-10-23,6,0
2165,Darrell Montague,125,1987-11-03,5,6
2166,Andrew Montanez,185,,,
2167,Nicco Montano,135,1988-12-16,5,5
2168,Erick Montano,170,1985-11-19,6,0
2169,Alberto Montes,135,1994-05-31,5,7
2170,Augusto Montano,170,1984-10-25,6,1
2171,James Moontasri,170,1988-04-10,5,10
2172,Homer Moore,205,1971-11-27,5,10
2173,Steve Montgomery,185,1990-12-19,6,4
2174,Todd Moore,170,1983-12-30,5,9
2175,Nate Moore,170,,6,0
2176,Dustin Moore,125,,5,4
2177,Taylor Moore,135,1993-10-16,5,10
2178,Sergio Moraes,170,1982-07-23,6,0
2179,Ricardo Morais,270,1967-02-26,6,8
2180,Marlon Moraes,135,1988-04-26,5,6
2181,Sheymon Moraes,145,1990-10-11,5,8
2182,John Moraga,125,1984-03-20,5,6
2183,Leonardo Morales,135,1992-12-22,5,8
2184,Vince Morales,145,1990-11-12,5,7
2185,Joseph Morales,125,1994-08-22,5,6
2186,Albert Morales,135,1991-05-25,5,9
2187,Omar Morales,145,1985-10-17,5,11
2188,Joe Moreira,195,,5,11
2189,Christian Morecraft,260,1986-09-08,6,6
2190,Sarah Moras,135,1988-04-30,5,7
2191,Richardson Moreira,185,1984-03-31,6,2
2192,Gisele Moreira,135,1981-01-14,5,6
2193,Jesse Moreng,145,1979-11-09,5,7
2194,Vinicius Moreira,205,1989-02-28,6,4
2195,Brandon Moreno,125,1993-12-07,5,7
2196,Mike Moreno,185,,6,0
2197,Dan Moret,155,1986-11-21,6,0
2198,Sammy Morgan,170,1981-09-28,5,10
2199,Peggy Morgan,135,1979-12-16,6,1
2200,Alex Morono,170,1990-08-16,5,11
2201,Maryna Moroz,125,1991-09-08,5,7
2202,Sergey Morozov,135,1989-06-14,5,6
2203,Brad Morris,205,1979-11-01,6,2
2204,Scott Morris,210,,5,10
2205,Anthony Morrison,145,1984-03-29,5,7
2206,Jack Morrison,205,,5,11
2207,Harry Moskowitz,275,,6,5
2208,Nikolas Motta,155,1993-02-08,5,9
2209,Juan Mott,190,,6,0
2210,Flavio Luiz Moura,183,,5,11
2211,Kin Moy,135,,5,5
2212,Jamie Moyle,115,1989-03-17,5,1
2213,Gegard Mousasi,185,1985-08-01,6,2
2214,Su Mudaerji,125,1996-01-20,5,8
2215,Garrett Mueller,135,1989-01-29,5,9
2216,Lauren Mueller,125,1991-11-15,5,5
2217,Belal Muhammad,170,1988-07-09,5,11
2218,Fazlo Mulabitinovic,135,,,
2219,James Mulheron,243,1988-02-20,5,10
2220,Quinn Mulhern,155,1984-09-20,6,3
2221,Jamie Mullarkey,155,1994-08-17,6,0
2222,Jim Mullen,215,,6,1
2223,Pedro Munhoz,135,1986-09-07,5,6
2224,Andre Muniz,185,1990-02-17,6,1
2225,Alexander Munoz,155,1990-02-27,5,9
2226,Mark Munoz,185,1978-02-09,6,0
2227,Andy Murad,185,,5,9
2228,Johnny Munoz,145,1993-02-16,5,9
2229,Kazunari Murakami,220,1973-11-29,6,1
2230,Makhmud Muradov,185,1990-02-08,6,2
2231,Kanako Murata,115,1993-08-10,5,1
2232,Ryuichi Murata,183,,5,8
2233,Vince Murdock,145,1991-03-21,5,6
2234,Tom Murphy,227,1974-11-19,6,2
2235,Ian Murphy,185,1985-06-14,6,1
2236,Jon Murphy,260,1977-08-09,6,3
2237,Lauren Murphy,125,1983-07-27,5,5
2238,Patrick Murphy,170,,6,0
2239,Lerone Murphy,145,1991-07-22,5,9
2240,Lee Murray,185,1977-09-12,6,3
2241,Azamat Murzakanov,205,,5,11
2242,Khalid Murtazaliev,185,1993-07-15,6,0
2243,Nicholas Musoke,170,1986-04-05,6,0
2244,Andre Mussi,242,,6,3
2245,Max Mustaki,155,1987-11-07,6,0
2246,Magomed Mustafaev,155,1988-08-02,5,8
2247,Fiona Muxlow,145,1977-05-13,5,4
2248,Elvis Mutapcic,185,1986-07-19,6,0
2249,Ho Bae Myeon,168,,5,11
2250,Na Liang,115,1996-07-27,,
2251,Katsuhiko Nagata,154,1973-10-31,5,7
2252,Yuji Nagata,225,1968-04-24,6,0
2253,Logan Nail,185,1989-06-20,,
2254,Greg Nagy,210,1983-10-18,6,1
2255,Yukiya Naito,205,,6,1
2256,Muhammad Naimov,145,1994-08-07,5,9
2257,Andrews Nakahara,185,1983-03-12,6,1
2258,Rin Nakai,135,1986-10-22,5,1
2259,Keita Nakamura,170,1984-05-22,5,11
2260,Yusaku Nakamura,145,1986-06-21,5,5
2261,Kazuhiro Nakamura,205,1979-07-16,5,11
2262,Daisuke Nakamura,154,1980-06-10,5,7
2263,Yoshihiro Nakao,220,1972-06-25,6,0
2264,Tyson Nam,125,1983-10-06,5,7
2265,Jutaro Nakao,170,1970-11-30,5,9
2266,Yui Chul Nam,145,1981-07-16,5,9
2267,Roger Narvaez,185,1983-09-09,6,3
2268,Yasuhito Namekawa,205,1974-10-27,5,9
2269,Rose Namajunas,115,1992-06-29,5,5
2270,Nad Narimani,145,1987-04-14,5,8
2271,Allan Nascimento,125,1991-09-11,5,9
2272,Fabio Nascimento,185,,5,10
2273,Bobby Nash,170,1990-03-26,6,0
2274,Rodrigo Nascimento,246,1992-11-26,6,2
2275,Reza Nasri,205,,5,11
2276,Pawel Nastula,230,1970-06-26,6,0
2277,Rafael Natal,185,1982-12-25,6,0
2278,Kevin Natividad,145,1993-04-02,5,6
2279,Danny Navarro,155,1983-05-27,5,10
2280,Ismail Naurdiev,170,1996-08-18,5,10
2281,Marcio Navarro,155,1978-09-17,6,0
2282,Tafon Nchukwi,205,1994-10-14,6,0
2283,Josh Neal,185,,6,0
2284,Joe Neal,135,1986-07-29,5,6
2285,Dustin Neace,145,1986-09-12,5,9
2286,Geoff Neal,170,1990-08-28,5,11
2287,Nicolae Negumereanu,205,1994-09-04,6,0
2288,Stanislav Nedkov,205,1981-12-09,5,11
2289,Steve Nelmark,240,,6,0
2290,Josh Neer,170,1983-03-24,5,11
2291,Shane Nelson,155,1984-11-29,5,9
2292,Kyle Nelson,155,1991-04-20,5,11
2293,Gunnar Nelson,170,1988-07-28,5,11
2294,Roy Nelson,263,1976-06-20,6,0
2295,Lissette Neri,145,1987-08-05,5,2
2296,Julio Cesar Neves Jr.,145,1994-04-25,5,8
2297,Mario Neto,229,,6,0
2298,Antonio Braga Neto,185,1987-10-29,6,3
2299,Nick Newell,155,1986-03-17,5,10
2300,Journey Newson,135,1989-03-07,5,5
2301,Jeff Newton,205,1966-12-11,6,2
2302,Emanuel Newton,205,1984-01-02,6,1
2303,Francis Ngannou,250,1986-09-05,6,4
2304,Carlos Newton,170,1976-08-17,5,9
2305,Ben Nguyen,125,1988-08-03,5,5
2306,Alex Nicholson,185,1990-05-02,6,4
2307,Mike Nickels,205,1971-12-13,6,4
2308,Steven Nguyen,145,1993-05-19,5,11
2309,Matheus Nicolau,125,1993-01-06,5,6
2310,Jaimelene Nievera,125,1984-10-28,5,5
2311,Tom Niinimaki,145,1982-07-25,5,9
2312,Khomkrit Niimi,125,,5,2
2313,Ramsey Nijem,155,1988-04-01,5,11
2314,Hans Nijman,250,1959-10-23,6,0
2315,Jack Nilson,,,,
2316,Mats Nilsson,170,1983-12-05,6,1
2317,Guangyou Ning,145,1981-12-15,5,4
2318,Soichi Nishida,320,,5,11
2319,Yosuke Nishijima,205,1973-05-15,5,9
2320,Akiyo Nishiura,139,1983-08-08,5,8
2321,Chidi Njokuani,170,1988-12-31,6,3
2322,Kyle Noblitt,243,1989-12-26,6,2
2323,Anthony Njokuani,155,1980-03-01,6,1
2324,Derrick Noble,170,1978-08-14,5,9
2325,Jacob Noe,205,,,
2326,Pedro Nobre,135,1986-02-13,5,5
2327,Antonio Rodrigo Nogueira,240,1976-06-02,6,3
2328,Rogerio Nogueira,205,1976-06-02,6,2
2329,Alexandre Franca Nogueira,145,1978-01-15,5,7
2330,Talita Nogueira,145,1985-10-13,5,10
2331,Kyle Noke,170,1980-03-18,6,1
2332,KJ Noons,155,1982-12-07,5,10
2333,Sage Northcutt,170,1996-03-01,6,0
2334,Scott Norton,170,1973-03-15,5,10
2335,Jan Nortje,310,1975-04-11,6,1
2336,Jason Novelli,155,1979-06-08,6,0
2337,Amanda Nunes,145,1988-05-30,5,8
2338,Phillipe Nover,145,1984-02-03,5,9
2339,Diego Nunes,145,1982-11-30,5,6
2340,Josiane Nunes,135,1993-12-23,,
2341,Istela Nunes,115,1992-07-23,5,4
2342,Khabib Nurmagomedov,155,1988-09-20,5,10
2343,Nick Nolte,170,,6,0
2344,Said Nurmagomedov,135,1992-04-05,5,8
2345,Abubakar Nurmagomedov,170,1989-11-13,5,11
2346,Jonatas Novaes,170,1981-03-02,5,11
2347,Umar Nurmagomedov,135,1996-03-01,5,8
2348,Kennedy Nzechukwu,205,1992-06-13,6,5
2349,Jake O'Brien,205,1984-09-25,6,3
2350,TJ O'Brien,155,1987-01-01,6,2
2351,Sean O'Connell,205,1983-09-02,6,1
2352,Dan O'Connor,115,1982-11-17,5,4
2353,Sean O'Haire,270,1971-02-25,6,5
2354,Jeremiah O'Neal,260,1977-10-25,5,8
2355,Sean O'Malley,135,1994-10-24,5,11
2356,Chuck O'Neil,170,1985-09-22,6,2
2357,Casey O'Neill,125,1997-10-07,5,6
2358,Takahiro Oba,200,,5,8
2359,Brendan O'Reilly,170,1987-06-24,5,7
2360,Nobuhiro Obiya,145,1981-01-15,5,8
2361,Christian Ocon,135,1996-02-05,5,8
2362,Richard Odoms,265,1975-05-08,6,5
2363,Naoya Ogawa,255,1968-03-31,6,4
2364,Volkan Oezdemir,205,1989-09-19,6,2
2365,Koji Oishi,170,1977-05-31,5,8
2366,Michiyoshi Ohara,205,,5,10
2367,Andy Ogle,145,1989-02-16,5,8
2368,Takayuki Okada,290,,6,1
2369,Yushin Okami,170,1981-07-21,6,2
2370,JJ Okanovich,155,1990-11-04,5,11
2371,Kazuki Okubo,175,,5,11
2372,Masakatsu Okuda,,,,
2373,Michal Oleksiejczuk,205,1995-02-22,6,0
2374,Aleksei Oleinik,240,1977-06-20,6,2
2375,Rafaello Oliveira,155,1982-01-26,5,8
2376,Charles Oliveira,155,1989-10-17,5,10
2377,Ednaldo Oliveira,205,1984-02-19,6,5
2378,Jorge Oliveira,205,,6,1
2379,Bruno Oliveira,205,1984-05-02,6,4
2380,Wendell Oliveira Marques,170,1983-06-01,5,10
2381,Alex Oliveira,170,1988-02-21,5,11
2382,Andy Ologun,154,1983-06-12,6,0
2383,Felipe Olivieri,155,1985-04-12,5,9
2384,Dennis Olson,170,,6,0
2385,Shana Olsen,145,1980-12-17,5,7
2386,Casey Olson,145,,5,7
2387,Cameron Olson,205,1989-11-22,6,1
2388,Daniel Omielanczuk,247,1982-08-31,6,0
2389,Michihiro Omigawa,145,1975-12-19,5,6
2390,Alan Omer,145,1988-09-14,5,10
2391,Chibwikem Onyenegecha,185,1994-04-18,6,3
2392,Charlie Ontiveros,185,1991-07-04,6,2
2393,Sam Oropeza,170,,6,2
2394,Brian Ortega,145,1991-02-21,5,8
2395,Tito Ortiz,205,1975-01-23,6,3
2396,Jorge Ortiz,185,,6,0
2397,Ode Osbourne,145,1992-01-09,5,7
2398,Kurt Osiander,185,,,
2399,Kenji Osawa,135,1976-11-04,5,7
2400,Nick Osipczak,170,1984-12-30,6,2
2401,Dustin Ortiz,125,1988-12-25,5,5
2402,Nissen Osterneck,185,1981-05-01,6,2
2403,Rachael Ostovich,125,1991-02-25,5,3
2404,Artur Oumakhanov,154,1979-02-27,5,7
2405,Zak Ottow,170,1986-12-22,5,11
2406,Alexander Otsuka,205,1971-07-17,6,1
2407,Pedro Otavio,245,,6,3
2408,Takafumi Otsuka,139,,5,6
2409,Sidney Outlaw,170,1992-04-11,5,8
2410,Valentijn Overeem,230,1976-08-17,6,3
2411,Alistair Overeem,265,1980-05-17,6,4
2412,Craig Oxley,155,1973-02-14,5,9
2413,Raquel Pa'aluhi,135,,5,7
2414,Shungo Oyama,185,1974-04-11,5,11
2415,Alptekin Ozkilic,125,1986-03-27,5,5
2416,Larissa Pacheco,135,1994-09-07,5,7
2417,Nick Pace,135,1987-04-17,5,7
2418,George Pacurariu,135,1984-07-28,5,7
2419,Teemu Packalen,155,1987-05-22,6,1
2420,Michael Page,170,1987-04-07,6,2
2421,Cyrillo Padilha,155,1978-01-23,5,11
2422,Gary Padilla,205,1980-05-04,5,11
2423,Damacio Page,135,1982-09-30,5,6
2424,Josh Paiva,125,1991-04-05,5,6
